chrom,start,end,cm/mb,recombinants,Number_individuals,,,,
chr2,17544752,17576692,5.011039925,22,449,FALSE,TRUE,4267148,5244985
chr2,17544752,17576692,6.136208506,28,472,FALSE,TRUE,4267148,5244985
chr2,17544752,17576692,6.211014993,30,500,FALSE,TRUE,4267148,5244985
chr2,17544752,17576692,6.601783504,31,488,FALSE,TRUE,4267148,5244985
chr2,17544752,17576692,6.605649879,30,472,FALSE,TRUE,4267148,5244985
chr2,17544752,17576692,6.77083941,32,492,FALSE,TRUE,4267148,5244985
chr2,17544752,17576692,6.968420384,32,479,FALSE,TRUE,4267148,5244985
chr2,17544752,17576692,7.072080739,34,502,FALSE,TRUE,4267148,5244985
chr2,17544752,17576692,7.256210295,36,519,FALSE,TRUE,4267148,5244985
chr2,17544752,17576692,7.368976281,33,469,FALSE,TRUE,4267148,5244985
chr2,17544752,17576692,8.17062945,38,491,FALSE,TRUE,4267148,5244985
chr2,17544752,17576692,8.29014859,32,408,FALSE,TRUE,4267148,5244985
chr2,17544752,17576692,8.386701533,39,492,FALSE,TRUE,4267148,5244985
chr2,17544752,17576692,9.168881653,27,314,FALSE,TRUE,4267148,5244985
chr2,17544752,17576692,9.607714657,34,379,FALSE,TRUE,4267148,5244985
chr2,17544752,17576692,10.30170031,47,492,FALSE,TRUE,4267148,5244985
chr2,17576692,17636560,2.880061041,12,417,FALSE,TRUE,4267148,5244985
chr2,17576692,17636560,5.011039925,22,449,FALSE,TRUE,4267148,5244985
chr2,17576692,17636560,6.136208506,28,472,FALSE,TRUE,4267148,5244985
chr2,17576692,17636560,6.211014993,30,500,FALSE,TRUE,4267148,5244985
chr2,17576692,17636560,6.601783504,31,488,FALSE,TRUE,4267148,5244985
chr2,17576692,17636560,6.605649879,30,472,FALSE,TRUE,4267148,5244985
chr2,17576692,17636560,6.77083941,32,492,FALSE,TRUE,4267148,5244985
chr2,17576692,17636560,6.968420384,32,479,FALSE,TRUE,4267148,5244985
chr2,17576692,17636560,7.072080739,34,502,FALSE,TRUE,4267148,5244985
chr2,17576692,17636560,7.256210295,36,519,FALSE,TRUE,4267148,5244985
chr2,17576692,17636560,7.368976281,33,469,FALSE,TRUE,4267148,5244985
chr2,17576692,17636560,8.17062945,38,491,FALSE,TRUE,4267148,5244985
chr2,17576692,17636560,8.29014859,32,408,FALSE,TRUE,4267148,5244985
chr2,17576692,17636560,8.386701533,39,492,FALSE,TRUE,4267148,5244985
chr2,17576692,17636560,9.168881653,27,314,FALSE,TRUE,4267148,5244985
chr2,17576692,17636560,9.607714657,34,379,FALSE,TRUE,4267148,5244985
chr2,17576692,17636560,10.30170031,47,492,FALSE,TRUE,4267148,5244985
chr2,17740750,18490885,0,0,471,FALSE,TRUE,4267148,5244985
chr2,17740750,18490885,0.29756598,1,449,FALSE,TRUE,4267148,5244985
chr2,17740750,18490885,0.814527474,3,494,FALSE,TRUE,4267148,5244985
chr2,17740750,18490885,1.371543635,5,491,FALSE,TRUE,4267148,5244985
chr2,17740750,18490885,1.720215958,4,314,FALSE,TRUE,4267148,5244985
chr2,17740750,18490885,1.723923733,6,470,FALSE,TRUE,4267148,5244985
chr2,17740750,18490885,1.977190227,7,479,FALSE,TRUE,4267148,5244985
chr2,17740750,18490885,1.984901075,6,409,FALSE,TRUE,4267148,5244985
chr2,17740750,18490885,2.167822572,8,500,FALSE,TRUE,4267148,5244985
chr2,17740750,18490885,2.203660825,8,492,FALSE,TRUE,4267148,5244985
chr2,17740750,18490885,2.591652672,9,472,FALSE,TRUE,4267148,5244985
chr2,17740750,18490885,2.609126402,10,521,FALSE,TRUE,4267148,5244985
chr2,17740750,18490885,3.049185932,11,492,FALSE,TRUE,4267148,5244985
chr2,17740750,18490885,3.068329821,11,489,FALSE,TRUE,4267148,5244985
chr2,17740750,18490885,3.8465288,12,428,FALSE,TRUE,4267148,5244985
chr2,17740750,18490885,3.975168891,11,380,FALSE,TRUE,4267148,5244985
chr2,17740750,18490885,4.098914303,15,503,FALSE,TRUE,4267148,5244985
chr2,17750567,17921763,0,0,471,FALSE,TRUE,4267148,5244985
chr2,17750567,17921763,0.29756598,1,449,FALSE,TRUE,4267148,5244985
chr2,17750567,17921763,0.814527474,3,494,FALSE,TRUE,4267148,5244985
chr2,17750567,17921763,1.371543635,5,491,FALSE,TRUE,4267148,5244985
chr2,17750567,17921763,1.720215958,4,314,FALSE,TRUE,4267148,5244985
chr2,17750567,17921763,1.723923733,6,470,FALSE,TRUE,4267148,5244985
chr2,17750567,17921763,1.977190227,7,479,FALSE,TRUE,4267148,5244985
chr2,17750567,17921763,1.984901075,6,409,FALSE,TRUE,4267148,5244985
chr2,17750567,17921763,2.167822572,8,500,FALSE,TRUE,4267148,5244985
chr2,17750567,17921763,2.203660825,8,492,FALSE,TRUE,4267148,5244985
chr2,17750567,17921763,2.591652672,9,472,FALSE,TRUE,4267148,5244985
chr2,17750567,17921763,2.609126402,10,521,FALSE,TRUE,4267148,5244985
chr2,17750567,17921763,3.049185932,11,492,FALSE,TRUE,4267148,5244985
chr2,17750567,17921763,3.068329821,11,489,FALSE,TRUE,4267148,5244985
chr2,17750567,17921763,3.8465288,12,428,FALSE,TRUE,4267148,5244985
chr2,17750567,17921763,3.975168891,11,380,FALSE,TRUE,4267148,5244985
chr2,17750567,17921763,4.098914303,15,503,FALSE,TRUE,4267148,5244985
chr2,17786395,17903256,0,0,471,FALSE,TRUE,4267148,5244985
chr2,17786395,17903256,0.29756598,1,449,FALSE,TRUE,4267148,5244985
chr2,17786395,17903256,0.814527474,3,494,FALSE,TRUE,4267148,5244985
chr2,17786395,17903256,1.371543635,5,491,FALSE,TRUE,4267148,5244985
chr2,17786395,17903256,1.720215958,4,314,FALSE,TRUE,4267148,5244985
chr2,17786395,17903256,1.723923733,6,470,FALSE,TRUE,4267148,5244985
chr2,17786395,17903256,1.977190227,7,479,FALSE,TRUE,4267148,5244985
chr2,17786395,17903256,1.984901075,6,409,FALSE,TRUE,4267148,5244985
chr2,17786395,17903256,2.167822572,8,500,FALSE,TRUE,4267148,5244985
chr2,17786395,17903256,2.203660825,8,492,FALSE,TRUE,4267148,5244985
chr2,17786395,17903256,2.591652672,9,472,FALSE,TRUE,4267148,5244985
chr2,17786395,17903256,2.609126402,10,521,FALSE,TRUE,4267148,5244985
chr2,17786395,17903256,3.049185932,11,492,FALSE,TRUE,4267148,5244985
chr2,17786395,17903256,3.068329821,11,489,FALSE,TRUE,4267148,5244985
chr2,17786395,17903256,3.8465288,12,428,FALSE,TRUE,4267148,5244985
chr2,17786395,17903256,3.975168891,11,380,FALSE,TRUE,4267148,5244985
chr2,17786395,17903256,4.098914303,15,503,FALSE,TRUE,4267148,5244985
chr2,17903256,18012383,0,0,471,FALSE,TRUE,4267148,5244985
chr2,17903256,18012383,0.29756598,1,449,FALSE,TRUE,4267148,5244985
chr2,17903256,18012383,0.814527474,3,494,FALSE,TRUE,4267148,5244985
chr2,17903256,18012383,1.371543635,5,491,FALSE,TRUE,4267148,5244985
chr2,17903256,18012383,1.720215958,4,314,FALSE,TRUE,4267148,5244985
chr2,17903256,18012383,1.723923733,6,470,FALSE,TRUE,4267148,5244985
chr2,17903256,18012383,1.977190227,7,479,FALSE,TRUE,4267148,5244985
chr2,17903256,18012383,1.984901075,6,409,FALSE,TRUE,4267148,5244985
chr2,17903256,18012383,2.167822572,8,500,FALSE,TRUE,4267148,5244985
chr2,17903256,18012383,2.203660825,8,492,FALSE,TRUE,4267148,5244985
chr2,17903256,18012383,2.591652672,9,472,FALSE,TRUE,4267148,5244985
chr2,17903256,18012383,2.609126402,10,521,FALSE,TRUE,4267148,5244985
chr2,17903256,18012383,3.049185932,11,492,FALSE,TRUE,4267148,5244985
chr2,17903256,18012383,3.068329821,11,489,FALSE,TRUE,4267148,5244985
chr2,17903256,18012383,3.8465288,12,428,FALSE,TRUE,4267148,5244985
chr2,17903256,18012383,3.975168891,11,380,FALSE,TRUE,4267148,5244985
chr2,17903256,18012383,4.098914303,15,503,FALSE,TRUE,4267148,5244985
chr2,18012383,18028895,0,0,471,FALSE,TRUE,4267148,5244985
chr2,18012383,18028895,0.29756598,1,449,FALSE,TRUE,4267148,5244985
chr2,18012383,18028895,0.814527474,3,494,FALSE,TRUE,4267148,5244985
chr2,18012383,18028895,1.371543635,5,491,FALSE,TRUE,4267148,5244985
chr2,18012383,18028895,1.720215958,4,314,FALSE,TRUE,4267148,5244985
chr2,18012383,18028895,1.723923733,6,470,FALSE,TRUE,4267148,5244985
chr2,18012383,18028895,1.977190227,7,479,FALSE,TRUE,4267148,5244985
chr2,18012383,18028895,1.984901075,6,409,FALSE,TRUE,4267148,5244985
chr2,18012383,18028895,2.167822572,8,500,FALSE,TRUE,4267148,5244985
chr2,18012383,18028895,2.203660825,8,492,FALSE,TRUE,4267148,5244985
chr2,18012383,18028895,2.591652672,9,472,FALSE,TRUE,4267148,5244985
chr2,18012383,18028895,2.609126402,10,521,FALSE,TRUE,4267148,5244985
chr2,18012383,18028895,3.049185932,11,492,FALSE,TRUE,4267148,5244985
chr2,18012383,18028895,3.068329821,11,489,FALSE,TRUE,4267148,5244985
chr2,18012383,18028895,3.8465288,12,428,FALSE,TRUE,4267148,5244985
chr2,18012383,18028895,3.975168891,11,380,FALSE,TRUE,4267148,5244985
chr2,18012383,18028895,4.098914303,15,503,FALSE,TRUE,4267148,5244985
chr2,18183268,18329808,0,0,471,FALSE,TRUE,4267148,5244985
chr2,18183268,18329808,0.29756598,1,449,FALSE,TRUE,4267148,5244985
chr2,18183268,18329808,0.814527474,3,494,FALSE,TRUE,4267148,5244985
chr2,18183268,18329808,1.371543635,5,491,FALSE,TRUE,4267148,5244985
chr2,18183268,18329808,1.720215958,4,314,FALSE,TRUE,4267148,5244985
chr2,18183268,18329808,1.723923733,6,470,FALSE,TRUE,4267148,5244985
chr2,18183268,18329808,1.977190227,7,479,FALSE,TRUE,4267148,5244985
chr2,18183268,18329808,1.984901075,6,409,FALSE,TRUE,4267148,5244985
chr2,18183268,18329808,2.167822572,8,500,FALSE,TRUE,4267148,5244985
chr2,18183268,18329808,2.203660825,8,492,FALSE,TRUE,4267148,5244985
chr2,18183268,18329808,2.591652672,9,472,FALSE,TRUE,4267148,5244985
chr2,18183268,18329808,2.609126402,10,521,FALSE,TRUE,4267148,5244985
chr2,18183268,18329808,3.049185932,11,492,FALSE,TRUE,4267148,5244985
chr2,18183268,18329808,3.068329821,11,489,FALSE,TRUE,4267148,5244985
chr2,18183268,18329808,3.8465288,12,428,FALSE,TRUE,4267148,5244985
chr2,18183268,18329808,3.975168891,11,380,FALSE,TRUE,4267148,5244985
chr2,18183268,18329808,4.098914303,15,503,FALSE,TRUE,4267148,5244985
chr2,18490885,18807141,1.351288288,2,470,FALSE,TRUE,4267148,5244985
chr2,18490885,18807141,1.831291911,3,521,FALSE,TRUE,4267148,5244985
chr2,18490885,18807141,1.931996758,3,494,FALSE,TRUE,4267148,5244985
chr2,18490885,18807141,1.95187377,3,489,FALSE,TRUE,4267148,5244985
chr2,18490885,18807141,1.992880597,3,479,FALSE,TRUE,4267148,5244985
chr2,18490885,18807141,2.026947857,2,314,FALSE,TRUE,4267148,5244985
chr2,18490885,18807141,2.026947857,3,471,FALSE,TRUE,4267148,5244985
chr2,18490885,18807141,2.221578951,3,430,FALSE,TRUE,4267148,5244985
chr2,18490885,18807141,2.59185751,4,492,FALSE,TRUE,4267148,5244985
chr2,18490885,18807141,2.597179839,4,491,FALSE,TRUE,4267148,5244985
chr2,18490885,18807141,3.174800803,5,503,FALSE,TRUE,4267148,5244985
chr2,18490885,18807141,3.194043325,5,500,FALSE,TRUE,4267148,5244985
chr2,18490885,18807141,3.913560399,5,409,FALSE,TRUE,4267148,5244985
chr2,18490885,18807141,4.282874103,6,449,FALSE,TRUE,4267148,5244985
chr2,18490885,18807141,4.564021552,7,492,FALSE,TRUE,4267148,5244985
chr2,18490885,18807141,5.073155063,6,380,FALSE,TRUE,4267148,5244985
chr2,18490885,18807141,5.440528812,8,473,FALSE,TRUE,4267148,5244985
chr2,18807141,19098285,0,0,489,FALSE,TRUE,4267148,5244985
chr2,18807141,19098285,0.691092775,1,498,FALSE,TRUE,4267148,5244985
chr2,18807141,19098285,0.702399028,1,490,FALSE,TRUE,4267148,5244985
chr2,18807141,19098285,0.735488588,1,468,FALSE,TRUE,4267148,5244985
chr2,18807141,19098285,0.770119331,1,447,FALSE,TRUE,4267148,5244985
chr2,18807141,19098285,0.806275297,1,427,FALSE,TRUE,4267148,5244985
chr2,18807141,19098285,1.419316532,2,486,FALSE,TRUE,4267148,5244985
chr2,18807141,19098285,1.461594549,2,472,FALSE,TRUE,4267148,5244985
chr2,18807141,19098285,1.464710993,2,471,FALSE,TRUE,4267148,5244985
chr2,18807141,19098285,1.696175002,2,407,FALSE,TRUE,4267148,5244985
chr2,18807141,19098285,1.822153146,2,379,FALSE,TRUE,4267148,5244985
chr2,18807141,19098285,2.173906533,3,477,FALSE,TRUE,4267148,5244985
chr2,18807141,19098285,2.208857755,2,313,FALSE,TRUE,4267148,5244985
chr2,18807141,19098285,2.83282832,4,489,FALSE,TRUE,4267148,5244985
chr2,18807141,19098285,3.347792618,5,518,FALSE,TRUE,4267148,5244985
chr2,18807141,19098285,3.563122062,5,487,FALSE,TRUE,4267148,5244985
chr2,18807141,19098285,4.163508712,6,501,FALSE,TRUE,4267148,5244985
chr2,18898208,19016532,0,0,489,FALSE,TRUE,4267148,5244985
chr2,18898208,19016532,0.691092775,1,498,FALSE,TRUE,4267148,5244985
chr2,18898208,19016532,0.702399028,1,490,FALSE,TRUE,4267148,5244985
chr2,18898208,19016532,0.735488588,1,468,FALSE,TRUE,4267148,5244985
chr2,18898208,19016532,0.770119331,1,447,FALSE,TRUE,4267148,5244985
chr2,18898208,19016532,0.806275297,1,427,FALSE,TRUE,4267148,5244985
chr2,18898208,19016532,1.419316532,2,486,FALSE,TRUE,4267148,5244985
chr2,18898208,19016532,1.461594549,2,472,FALSE,TRUE,4267148,5244985
chr2,18898208,19016532,1.464710993,2,471,FALSE,TRUE,4267148,5244985
chr2,18898208,19016532,1.696175002,2,407,FALSE,TRUE,4267148,5244985
chr2,18898208,19016532,1.822153146,2,379,FALSE,TRUE,4267148,5244985
chr2,18898208,19016532,2.173906533,3,477,FALSE,TRUE,4267148,5244985
chr2,18898208,19016532,2.208857755,2,313,FALSE,TRUE,4267148,5244985
chr2,18898208,19016532,2.83282832,4,489,FALSE,TRUE,4267148,5244985
chr2,18898208,19016532,3.347792618,5,518,FALSE,TRUE,4267148,5244985
chr2,18898208,19016532,3.563122062,5,487,FALSE,TRUE,4267148,5244985
chr2,18898208,19016532,4.163508712,6,501,FALSE,TRUE,4267148,5244985
chr2,18915427,19013227,0,0,489,FALSE,TRUE,4267148,5244985
chr2,18915427,19013227,0.691092775,1,498,FALSE,TRUE,4267148,5244985
chr2,18915427,19013227,0.702399028,1,490,FALSE,TRUE,4267148,5244985
chr2,18915427,19013227,0.735488588,1,468,FALSE,TRUE,4267148,5244985
chr2,18915427,19013227,0.770119331,1,447,FALSE,TRUE,4267148,5244985
chr2,18915427,19013227,0.806275297,1,427,FALSE,TRUE,4267148,5244985
chr2,18915427,19013227,1.419316532,2,486,FALSE,TRUE,4267148,5244985
chr2,18915427,19013227,1.461594549,2,472,FALSE,TRUE,4267148,5244985
chr2,18915427,19013227,1.464710993,2,471,FALSE,TRUE,4267148,5244985
chr2,18915427,19013227,1.696175002,2,407,FALSE,TRUE,4267148,5244985
chr2,18915427,19013227,1.822153146,2,379,FALSE,TRUE,4267148,5244985
chr2,18915427,19013227,2.173906533,3,477,FALSE,TRUE,4267148,5244985
chr2,18915427,19013227,2.208857755,2,313,FALSE,TRUE,4267148,5244985
chr2,18915427,19013227,2.83282832,4,489,FALSE,TRUE,4267148,5244985
chr2,18915427,19013227,3.347792618,5,518,FALSE,TRUE,4267148,5244985
chr2,18915427,19013227,3.563122062,5,487,FALSE,TRUE,4267148,5244985
chr2,18915427,19013227,4.163508712,6,501,FALSE,TRUE,4267148,5244985
chr2,19098285,19238807,0,0,427,FALSE,TRUE,4267148,5244985
chr2,19098285,19238807,0,0,447,FALSE,TRUE,4267148,5244985
chr2,19098285,19238807,0,0,379,FALSE,TRUE,4267148,5244985
chr2,19098285,19238807,1.458265038,1,489,FALSE,TRUE,4267148,5244985
chr2,19098285,19238807,1.467285259,1,486,FALSE,TRUE,4267148,5244985
chr2,19098285,19238807,1.495028129,1,477,FALSE,TRUE,4267148,5244985
chr2,19098285,19238807,1.752792565,1,407,FALSE,TRUE,4267148,5244985
chr2,19098285,19238807,2.85224911,2,501,FALSE,TRUE,4267148,5244985
chr2,19098285,19238807,2.869500803,2,498,FALSE,TRUE,4267148,5244985
chr2,19098285,19238807,2.922531183,2,489,FALSE,TRUE,4267148,5244985
chr2,19098285,19238807,4.383827581,3,490,FALSE,TRUE,4267148,5244985
chr2,19098285,19238807,4.41100076,3,487,FALSE,TRUE,4267148,5244985
chr2,19098285,19238807,4.591240103,3,468,FALSE,TRUE,4267148,5244985
chr2,19098285,19238807,6.082475826,4,472,FALSE,TRUE,4267148,5244985
chr2,19098285,19238807,6.095501035,4,471,FALSE,TRUE,4267148,5244985
chr2,19098285,19238807,6.886979602,3,313,FALSE,TRUE,4267148,5244985
chr2,19098285,19238807,8.339823292,6,518,FALSE,TRUE,4267148,5244985
chr2,19254236,19776703,1.179068189,3,490,FALSE,TRUE,4267148,5244985
chr2,19254236,19776703,2.477803759,4,313,FALSE,TRUE,4267148,5244985
chr2,19254236,19776703,2.71232231,7,501,FALSE,TRUE,4267148,5244985
chr2,19254236,19776703,2.881502705,7,472,FALSE,TRUE,4267148,5244985
chr2,19254236,19776703,3.321802426,8,469,FALSE,TRUE,4267148,5244985
chr2,19254236,19776703,3.61174275,9,486,FALSE,TRUE,4267148,5244985
chr2,19254236,19776703,3.768196387,10,518,FALSE,TRUE,4267148,5244985
chr2,19254236,19776703,4.179695895,10,468,FALSE,TRUE,4267148,5244985
chr2,19254236,19776703,4.380619387,10,447,FALSE,TRUE,4267148,5244985
chr2,19254236,19776703,5.120965272,13,499,FALSE,TRUE,4267148,5244985
chr2,19254236,19776703,5.272934068,13,485,FALSE,TRUE,4267148,5244985
chr2,19254236,19776703,5.642887156,14,489,FALSE,TRUE,4267148,5244985
chr2,19254236,19776703,6.07179226,15,488,FALSE,TRUE,4267148,5244985
chr2,19254236,19776703,6.78662776,14,409,FALSE,TRUE,4267148,5244985
chr2,19254236,19776703,7.891817366,15,379,FALSE,TRUE,4267148,5244985
chr2,19254236,19776703,8.840110488,21,476,FALSE,TRUE,4267148,5244985
chr2,19254236,19776703,9.884435392,21,428,FALSE,TRUE,4267148,5244985
chr2,19279064,19519883,1.179068189,3,490,FALSE,TRUE,4267148,5244985
chr2,19279064,19519883,2.477803759,4,313,FALSE,TRUE,4267148,5244985
chr2,19279064,19519883,2.71232231,7,501,FALSE,TRUE,4267148,5244985
chr2,19279064,19519883,2.881502705,7,472,FALSE,TRUE,4267148,5244985
chr2,19279064,19519883,3.321802426,8,469,FALSE,TRUE,4267148,5244985
chr2,19279064,19519883,3.61174275,9,486,FALSE,TRUE,4267148,5244985
chr2,19279064,19519883,3.768196387,10,518,FALSE,TRUE,4267148,5244985
chr2,19279064,19519883,4.179695895,10,468,FALSE,TRUE,4267148,5244985
chr2,19279064,19519883,4.380619387,10,447,FALSE,TRUE,4267148,5244985
chr2,19279064,19519883,5.120965272,13,499,FALSE,TRUE,4267148,5244985
chr2,19279064,19519883,5.272934068,13,485,FALSE,TRUE,4267148,5244985
chr2,19279064,19519883,5.642887156,14,489,FALSE,TRUE,4267148,5244985
chr2,19279064,19519883,6.07179226,15,488,FALSE,TRUE,4267148,5244985
chr2,19279064,19519883,6.78662776,14,409,FALSE,TRUE,4267148,5244985
chr2,19279064,19519883,7.891817366,15,379,FALSE,TRUE,4267148,5244985
chr2,19279064,19519883,8.840110488,21,476,FALSE,TRUE,4267148,5244985
chr2,19279064,19519883,9.884435392,21,428,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,1.179068189,3,490,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,2.477803759,4,313,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,2.71232231,7,501,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,2.881502705,7,472,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,3.321802426,8,469,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,3.61174275,9,486,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,3.768196387,10,518,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,4.179695895,10,468,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,4.380619387,10,447,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,5.120965272,13,499,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,5.272934068,13,485,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,5.642887156,14,489,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,6.07179226,15,488,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,6.78662776,14,409,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,7.891817366,15,379,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,8.840110488,21,476,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,9.884435392,21,428,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,1.179068189,3,490,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,2.477803759,4,313,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,2.71232231,7,501,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,2.881502705,7,472,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,3.321802426,8,469,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,3.61174275,9,486,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,3.768196387,10,518,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,4.179695895,10,468,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,4.380619387,10,447,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,5.120965272,13,499,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,5.272934068,13,485,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,5.642887156,14,489,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,6.07179226,15,488,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,6.78662776,14,409,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,7.891817366,15,379,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,8.840110488,21,476,FALSE,TRUE,4267148,5244985
chr2,19341082,19509666,9.884435392,21,428,FALSE,TRUE,4267148,5244985
chr2,19509666,19675233,1.179068189,3,490,FALSE,TRUE,4267148,5244985
chr2,19509666,19675233,2.477803759,4,313,FALSE,TRUE,4267148,5244985
chr2,19509666,19675233,2.71232231,7,501,FALSE,TRUE,4267148,5244985
chr2,19509666,19675233,2.881502705,7,472,FALSE,TRUE,4267148,5244985
chr2,19509666,19675233,3.321802426,8,469,FALSE,TRUE,4267148,5244985
chr2,19509666,19675233,3.61174275,9,486,FALSE,TRUE,4267148,5244985
chr2,19509666,19675233,3.768196387,10,518,FALSE,TRUE,4267148,5244985
chr2,19509666,19675233,4.179695895,10,468,FALSE,TRUE,4267148,5244985
chr2,19509666,19675233,4.380619387,10,447,FALSE,TRUE,4267148,5244985
chr2,19509666,19675233,5.120965272,13,499,FALSE,TRUE,4267148,5244985
chr2,19509666,19675233,5.272934068,13,485,FALSE,TRUE,4267148,5244985
chr2,19509666,19675233,5.642887156,14,489,FALSE,TRUE,4267148,5244985
chr2,19509666,19675233,6.07179226,15,488,FALSE,TRUE,4267148,5244985
chr2,19509666,19675233,6.78662776,14,409,FALSE,TRUE,4267148,5244985
chr2,19509666,19675233,7.891817366,15,379,FALSE,TRUE,4267148,5244985
chr2,19509666,19675233,8.840110488,21,476,FALSE,TRUE,4267148,5244985
chr2,19509666,19675233,9.884435392,21,428,FALSE,TRUE,4267148,5244985
chr2,19519883,19659747,1.179068189,3,490,FALSE,TRUE,4267148,5244985
chr2,19519883,19659747,2.477803759,4,313,FALSE,TRUE,4267148,5244985
chr2,19519883,19659747,2.71232231,7,501,FALSE,TRUE,4267148,5244985
chr2,19519883,19659747,2.881502705,7,472,FALSE,TRUE,4267148,5244985
chr2,19519883,19659747,3.321802426,8,469,FALSE,TRUE,4267148,5244985
chr2,19519883,19659747,3.61174275,9,486,FALSE,TRUE,4267148,5244985
chr2,19519883,19659747,3.768196387,10,518,FALSE,TRUE,4267148,5244985
chr2,19519883,19659747,4.179695895,10,468,FALSE,TRUE,4267148,5244985
chr2,19519883,19659747,4.380619387,10,447,FALSE,TRUE,4267148,5244985
chr2,19519883,19659747,5.120965272,13,499,FALSE,TRUE,4267148,5244985
chr2,19519883,19659747,5.272934068,13,485,FALSE,TRUE,4267148,5244985
chr2,19519883,19659747,5.642887156,14,489,FALSE,TRUE,4267148,5244985
chr2,19519883,19659747,6.07179226,15,488,FALSE,TRUE,4267148,5244985
chr2,19519883,19659747,6.78662776,14,409,FALSE,TRUE,4267148,5244985
chr2,19519883,19659747,7.891817366,15,379,FALSE,TRUE,4267148,5244985
chr2,19519883,19659747,8.840110488,21,476,FALSE,TRUE,4267148,5244985
chr2,19519883,19659747,9.884435392,21,428,FALSE,TRUE,4267148,5244985
chr2,19776703,20875276,1.361619166,7,475,FALSE,TRUE,4267148,5244985
chr2,19776703,20875276,1.464370462,6,379,FALSE,TRUE,4267148,5244985
chr2,19776703,20875276,1.486290077,8,498,FALSE,TRUE,4267148,5244985
chr2,19776703,20875276,1.530012607,8,484,FALSE,TRUE,4267148,5244985
chr2,19776703,20875276,1.779259357,6,313,FALSE,TRUE,4267148,5244985
chr2,19776703,20875276,1.785075418,9,468,FALSE,TRUE,4267148,5244985
chr2,19776703,20875276,2.09076207,11,490,FALSE,TRUE,4267148,5244985
chr2,19776703,20875276,2.167723446,11,473,FALSE,TRUE,4267148,5244985
chr2,19776703,20875276,2.186662781,11,469,FALSE,TRUE,4267148,5244985
chr2,19776703,20875276,2.234244342,12,501,FALSE,TRUE,4267148,5244985
chr2,19776703,20875276,2.285681378,12,490,FALSE,TRUE,4267148,5244985
chr2,19776703,20875276,2.67242476,14,491,FALSE,TRUE,4267148,5244985
chr2,19776703,20875276,3.161937023,15,447,FALSE,TRUE,4267148,5244985
chr2,19776703,20875276,3.293909353,17,487,FALSE,TRUE,4267148,5244985
chr2,19776703,20875276,3.467177464,15,409,FALSE,TRUE,4267148,5244985
chr2,19776703,20875276,3.467641129,19,518,FALSE,TRUE,4267148,5244985
chr2,19776703,20875276,3.536814774,16,428,FALSE,TRUE,4267148,5244985
chr2,19815093,19977057,1.361619166,7,475,FALSE,TRUE,4267148,5244985
chr2,19815093,19977057,1.464370462,6,379,FALSE,TRUE,4267148,5244985
chr2,19815093,19977057,1.486290077,8,498,FALSE,TRUE,4267148,5244985
chr2,19815093,19977057,1.530012607,8,484,FALSE,TRUE,4267148,5244985
chr2,19815093,19977057,1.779259357,6,313,FALSE,TRUE,4267148,5244985
chr2,19815093,19977057,1.785075418,9,468,FALSE,TRUE,4267148,5244985
chr2,19815093,19977057,2.09076207,11,490,FALSE,TRUE,4267148,5244985
chr2,19815093,19977057,2.167723446,11,473,FALSE,TRUE,4267148,5244985
chr2,19815093,19977057,2.186662781,11,469,FALSE,TRUE,4267148,5244985
chr2,19815093,19977057,2.234244342,12,501,FALSE,TRUE,4267148,5244985
chr2,19815093,19977057,2.285681378,12,490,FALSE,TRUE,4267148,5244985
